text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,label,description
latest  at least  people were killed overnight in missile strikes on residential zaporizhzhia neighborhoods  zaporizhzhia s governor says   live updates  ,New York,440,1634766,ABCWorldNews,4,11,0,the official twitter account for  abc s world news tonight with  davidmuir 
pres  biden s warning last week that vladimir putin was  not joking  about possibly using nuclear weapons was  concerning  and counterproductive to bringing an end to russia s invasion of ukraine  retired adm  mike mullen said  ,New York,440,1634766,ABCWorldNews,5,12,0,the official twitter account for  abc s world news tonight with  davidmuir 
israeli police say a palestinian gunman has seriously wounded two people after opening fire at an israeli military checkpoint in east jerusalem  ,New York,440,1634766,ABCWorldNews,4,16,0,the official twitter account for  abc s world news tonight with  davidmuir 
the florida department of transportation began soliciting bids to fly migrants to cities including boston and los angeles starting in july  according to documents obtained by  abc news  ,New York,440,1634766,ABCWorldNews,11,18,0,the official twitter account for  abc s world news tonight with  davidmuir 
authorities say  people have been killed in an explosion that destroyed a gas station in a small village in northwest ireland  ,New York,440,1634766,ABCWorldNews,6,15,0,the official twitter account for  abc s world news tonight with  davidmuir 
restrictive abortion laws were temporarily struck down friday in ohio and arizona  two states where abortion services have been in flux in the wake of roe v  wade being overturned  ,New York,440,1634766,ABCWorldNews,12,39,0,the official twitter account for  abc s world news tonight with  davidmuir 
ukrainian authorities are just beginning to sift through the wreckage of the devastated city of lyman in eastern ukraine  ,New York,440,1634766,ABCWorldNews,9,20,0,the official twitter account for  abc s world news tonight with  davidmuir 
the search for a missing  month old entered its fourth day on saturday  as police have yet to turn up any sign of the toddler  ,New York,440,1634766,ABCWorldNews,8,15,0,the official twitter account for  abc s world news tonight with  davidmuir 
five years after women s stories about him made the  metoo movement explode  harvey weinstein is going on trial in los angeles  where he once was king of the oscars  ,New York,440,1634766,ABCWorldNews,17,32,0,the official twitter account for  abc s world news tonight with  davidmuir 
most train services across the u k  were canceled saturday as thousands of rail workers staged the latest in a string of strikes over jobs  pay and working conditions  ,New York,440,1634766,ABCWorldNews,6,20,0,the official twitter account for  abc s world news tonight with  davidmuir 
just in  south korea says north korea has fired two ballistic missiles toward its eastern waters  the latest in a barrage of weapons tests in recent days  ,New York,440,1634766,ABCWorldNews,21,20,0,the official twitter account for  abc s world news tonight with  davidmuir 
anti government demonstrations have erupted in several areas across iran as the most sustained protests in years against a deeply entrenched theocracy entered their fourth week  ,New York,440,1634766,ABCWorldNews,9,23,0,the official twitter account for  abc s world news tonight with  davidmuir 
three people were shot outside a high school football game friday in toledo  ohio  and their conditions are not life threatening  according to the toledo police department  ,New York,440,1634766,ABCWorldNews,8,7,0,the official twitter account for  abc s world news tonight with  davidmuir 
can remote workers be forced to keep their webcams on  one employee of a florida company was fired for turning his off   but a dutch court has ruled he was dismissed unfairly  ,New York City,2336,1097327,YahooNews,1,2,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
sen  raphael warnock responds to allegations made against his republican opponent herschel walker  who is running against him to represent georgia in the u s  senate  ,New York City,2336,1097327,YahooNews,0,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
for those who lost everything to a natural disaster and even those spared  the anguish can be crushing to return home to find so much gone    ,New York City,2336,1097327,YahooNews,2,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
large united methodist congregations are moving to the exits  including some of the largest in arkansas  georgia  louisiana  oklahoma and texas  ,New York City,2336,1097327,YahooNews,3,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
igor tikhiy is one of thousands of russian men who have left their country since president vladimir putin announced a nationwide mobilisation drive in a bid to recruit new manpower for moscow s war on ukraine  ,New York City,2336,1097327,YahooNews,2,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a small business advocacy group has filed a new lawsuit seeking to block the biden administration s efforts to forgive student loan debt for tens of millions of americans  ,New York City,2336,1097327,YahooNews,4,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
some of the nation s largest airports have been targeted for cyberattacks by an attacker within the russian federation  the systems targeted do not handle air traffic control  internal airline communications and coordination  or transportation security  ,New York City,2336,1097327,YahooNews,1,2,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
ukraine s national police said  people were killed in kyiv  with  more injured  although the final toll for fatalities and casualties is likely to be much higher   ,New York City,2336,1097327,YahooNews,2,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
 after seeing their grief  i thought it would be better if we can hold the ceremony at the same time and that all relatives can go through this final stage of this painful event together   ,New York City,2336,1097327,YahooNews,0,5,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a  year old ukrainian woman named alla said she was subject to physical and sexual abuse at the hands of russian troops during their occupation of izium  providing yet another firsthand account of alleged war crimes  ,New York City,2336,1097327,YahooNews,1,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
two young children are dead and their mother suffered major injuries after two family dogs attacked a baby and toddler at their west tennessee home  ,New York City,2336,1097327,YahooNews,2,1,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a video shared by abc  memphis showed what appeared to be a chick fil a employee spitting in chicken batter  while the other recorded  ,New York City,2336,1097327,YahooNews,10,8,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
while forced labor still exists throughout the world  one place where it s especially pervasive is the south china sea   especially in the thai fishing fleet  according to a  investigation by the nyt      ian_urbina  listen   ,New York City,2336,1097327,YahooNews,9,6,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
 i m on herschel s team   they picked the wrong georgian to mess with   republican sen  rick scott of florida said  ,New York City,2336,1097327,YahooNews,0,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
 did you know herschel paid for my abortion the first time  or that he told me it wasn t the  right time  to have    the woman wrote in a text message sent to herschel walker s wife  julie walker  who initiated the conversation  ,New York City,2336,1097327,YahooNews,3,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
 he s only interested in one thing  the get out of jail free card   michael cohen said   and that s exactly what he saw in those documents   ,New York City,2336,1097327,YahooNews,8,15,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a mississippi woman who said she was fired for wearing a  scream  mask to scare children at the daycare where she worked  later shared a tearful apology online  ,New York City,2336,1097327,YahooNews,2,6,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
aides to trump did not pitch his proposal to the national archives  knowing it would be rejected  ,New York City,2336,1097327,YahooNews,2,6,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
u s  district judge randolph moss is scheduled to sentence alan byerly on oct   for his attack on ap photographer john minchillo and police during the jan      riot in washington  ,New York City,2336,1097327,YahooNews,6,7,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
stanford university is investigating after a woman reported having been raped in the basement of a campus building friday  the school announced saturday  marking the second report of a rape on the elite northern california campus in as many months  ,New York City,2336,1097327,YahooNews,2,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
trump s speech also falsely claimed that obama moved over  million pages of documents to a  totally unsafe former furniture store   ,New York City,2336,1097327,YahooNews,2,11,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
according to the nyt  trump often eschewed reading through detailed intelligence reports but was attracted to graphics and other data driven visuals  ,New York City,2336,1097327,YahooNews,3,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a group called cooperative last will asked the court to declare that the dutch state is  acting unlawfully by denying its citizens the right to die with dignity under their own control   ,New York City,2336,1097327,YahooNews,3,0,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
putin  whose forces invaded neighboring ukraine on feb    said the strikes were retaliation for what he called kyiv s  terrorist  actions   a reference to ukraine s attempts to repel moscow s invasion force and cripple their supply lines  ,New York City,2336,1097327,YahooNews,0,2,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
according to the american kennel club  the lifetime cost for small dogs  which have an average life expectancy of  years  is approximately     while large dogs  which have an average life expectancy of  years  have a lifetime cost of     ,New York City,2336,1097327,YahooNews,1,5,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
north korea s recent barrage of missile launches were the simulated use of its tactical battlefield nuclear weapons to  hit and wipe out  potential south korean and u s  targets  ,New York City,2336,1097327,YahooNews,2,2,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
rt  isikoff  in light of ruling by obama appointed judge rejecting  fairfightaction lawsuit  on all counts    dahlialithwick of  slate  a l ,New York City,2336,1097327,YahooNews,14,0,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a boy ran onto the field and was tackled hard by a security guard in the second quarter of tampa bay s game against atlanta  ,New York City,2336,1097327,YahooNews,1,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
former secretary of state mike pompeo says president biden was  reckless  in warning last week about the possible use of nuclear weapons by president vladimir putin and russia  ,New York City,2336,1097327,YahooNews,3,6,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
some democrats in tough re election campaigns have tried to inoculate themselves on crime ahead of the midterm elections  hoping to counter brutal republican ads on the issue   ,New York City,2336,1097327,YahooNews,0,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
rt  michaeldweiss  new  i sat down earlier this week in tallinn with  marrmikk  the outgoing director of välisluureamet  estonia s foreign ,New York City,2336,1097327,YahooNews,579,0,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
rt  skullduggerypod  watch   isikoff  dahlialithwick exchange about  staceyabrams big defeat in court ,New York City,2336,1097327,YahooNews,4,0,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
since the new cold war turned hot in february  estonia s prime minister kaja kallas has been an outspoken champion of ukraine s military victory  ,New York City,2336,1097327,YahooNews,0,7,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
kremlin leader vladimir putin says that the explosion on a key bridge linking crimea and the russian mainland was a terrorist act planned by the ukrainian special services  ,New York City,2336,1097327,YahooNews,5,10,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
russia launched multiple missile attacks into the ukrainian city of zaporizhzhia overnight  killing at least  people and wounding dozens in an apparent reprisal for a blast that damaged a crimean bridge  ,New York City,2336,1097327,YahooNews,6,5,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
the israel s defense ministry has reached a settlement to compensate the family of a palestinian american man who died earlier this year after he was detained by israeli troops in the occupied west bank  ,New York City,2336,1097327,YahooNews,2,5,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
fans are raving about the disney  series  ms  marvel   the series is about a superhero obsessed pakistani american teenager and shines a spotlight on south asian heritage  ,New York City,2336,1097327,YahooNews,0,3,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
by pardoning americans with federal convictions for marijuana possession  president joe biden said he aimed to partially redress decades of anti drug laws that disproportionately harmed black and latino communities  ,New York City,2336,1097327,YahooNews,1,6,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
north korea fired two short range ballistic missiles toward its eastern waters  the latest in its barrage of weapons tests in recent days  after the north warned against the u s  redeployment of an aircraft carrier  ,New York City,2336,1097327,YahooNews,2,1,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
nascar says it had a productive test of its new car and promised drivers that solutions to some of their safety concerns should be implemented by next season  ,New York City,2336,1097327,YahooNews,2,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
residents were allowed to return to a coastal island that was decimated by hurricane ian with a warning from the governor that the disaster isn t over  ,New York City,2336,1097327,YahooNews,1,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
an ohio judge indefinitely blocked a state law that prohibited most abortions after six weeks of pregnancy  according to the cincinnati enquirer  ohio republican state attorney general david yost is expected to appeal the decision  ,New York City,2336,1097327,YahooNews,10,32,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
an oregon serial rapist is set to be released from prison in mid december after serving nearly  years behind bars  almost all of his maximum sentence  ,New York City,2336,1097327,YahooNews,7,7,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
after three years of planning  five expeditions and a two week trek through dense jungle  scientists have reached the tallest tree ever found in the amazon rainforest  a towering specimen the size of a  storey building  ,New York City,2336,1097327,YahooNews,9,17,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
russian defense minister sergei shoigu would be  happy  to lose his job following a string of disastrous russian defeats in ukraine  according to the guardian  ,New York City,2336,1097327,YahooNews,7,25,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a navy veteran and father of two was laid to rest after his vehicle fell into a creek as he drove on a bridge that was in disrepair and should have been blocked off  according to north carolina troopers  ,New York City,2336,1097327,YahooNews,4,9,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
florida officials began planning to transport migrants to other states in july and told potential contractors their task would be to relocate them on a voluntary basis  according to state documents  ,New York City,2336,1097327,YahooNews,3,4,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
a mississippi woman who said she was fired for wearing a  scream  mask to scare children at the daycare where she worked  later shared a tearful apology online  ,New York City,2336,1097327,YahooNews,6,14,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
sen  lindsey graham reportedly told the mother of brian sicknick  the officer who died following the jan  riot  that he would end a meeting with her if she kept talking bad about  trump  ,New York City,2336,1097327,YahooNews,19,26,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
lindsey graham offered advice about how officers should have responded during the deadly jan   capitol attack  saying they should have shot the rioters in the head  according to a new book obtained by politico  ,New York City,2336,1097327,YahooNews,5,13,0,top stories  trusted sources  your window to the news that matters most to you  current live events pinned below  download our app here      aotqwbhwub
i was hit by a car three years ago  it was a life altering experience   opinion ,"Dallas, Texas",785,771406,dallasnews,0,0,0,the official dallas morning news twitter account  subscribe     
immigration will vex biden no matter who controls congress ,"Dallas, Texas",785,771406,dallasnews,0,4,0,the official dallas morning news twitter account  subscribe     
exxon eyes takeover of plano based oil and gas company ,"Dallas, Texas",785,771406,dallasnews,2,1,0,the official dallas morning news twitter account  subscribe     
dallas fort worth skin care experts share their secrets for aging gracefully ,"Dallas, Texas",785,771406,dallasnews,0,0,0,the official dallas morning news twitter account  subscribe     
two whistleblowing richardson cops say they were frozen out of the department ,"Dallas, Texas",785,771406,dallasnews,1,2,0,the official dallas morning news twitter account  subscribe     
dallas police chief elected president of major cities chiefs association ,"Dallas, Texas",785,771406,dallasnews,0,6,0,the official dallas morning news twitter account  subscribe     
dallas international film festival trumpets a diverse lineup this year ,"Dallas, Texas",785,771406,dallasnews,0,0,0,the official dallas morning news twitter account  subscribe     
we recommend in the race for texas house district    opinion ,"Dallas, Texas",785,771406,dallasnews,0,2,0,the official dallas morning news twitter account  subscribe     
texas pete hot sauce isn t from the lone star state  a californian has a problem with that ,"Dallas, Texas",785,771406,dallasnews,2,5,0,the official dallas morning news twitter account  subscribe     
why do we pair a capable health care system with a nonsensical way of paying for it   ,"Dallas, Texas",785,771406,dallasnews,2,2,0,the official dallas morning news twitter account  subscribe     
are you a dallas county resident with diabetes   what has your experience accessing diabetes care been like   we want to talk to you for a story on health care accessibility in north texas  dm  maringwolf or email her at marin wolf dallasnews com to share your experience ,"Dallas, Texas",785,771406,dallasnews,6,3,0,the official dallas morning news twitter account  subscribe     
who are the dallas attorneys for oath keeper founder stewart rhodes at his sedition trial  ,"Dallas, Texas",785,771406,dallasnews,1,0,0,the official dallas morning news twitter account  subscribe     
better block foundation brings a new look to garland ,"Dallas, Texas",785,771406,dallasnews,3,2,0,the official dallas morning news twitter account  subscribe     
mayan speakers in dallas face challenges while getting support from fellow guatemalans ,"Dallas, Texas",785,771406,dallasnews,3,1,0,the official dallas morning news twitter account  subscribe     
  our  mitchellparton joins  nbcdfw in moments to discuss our boomtowns series  including  princeton_texas   cityofmelissatx  royse city and  cityofforneygov  watch live  and check out the series     watch      boomtowns   ,"Dallas, Texas",785,771406,dallasnews,2,0,0,the official dallas morning news twitter account  subscribe     
  still got questions  our  voter guide can help  build your ballot  get to know the candidates and see our recommendations at  ,"Dallas, Texas",785,771406,dallasnews,2,2,0,the official dallas morning news twitter account  subscribe     
  want to vote by mail  oct   is the deadline to request a mail in ballot for the nov   general election  the application must be received  not just postmarked  by that date  here s more info  ,"Dallas, Texas",785,771406,dallasnews,5,5,0,the official dallas morning news twitter account  subscribe     
  not sure about your voter registration status  check the  txsecofstate s website  if you moved to a different texas county  you must register with your new county by oct    if you recently moved but stayed in the same county  update your address   ,"Dallas, Texas",785,771406,dallasnews,2,1,0,the official dallas morning news twitter account  subscribe     
  another way to register is through the  txdps while renewing your driver s license   ,"Dallas, Texas",785,771406,dallasnews,0,1,0,the official dallas morning news twitter account  subscribe     
  you can also get paper registration applications at your local voter registrar or county election administrator s office  they re also available at places like your local library   ,"Dallas, Texas",785,771406,dallasnews,1,1,0,the official dallas morning news twitter account  subscribe     
  there are different ways to register to vote  first  you can download and print a form from your county voter registrar   in dallas county  that s the dallas county elections administrator s office  it provides a printable application on its website   ,"Dallas, Texas",785,771406,dallasnews,1,1,0,the official dallas morning news twitter account  subscribe     
  here are the requirements to vote in texas  most notably  you must be a u s  citizen and turn  years old by election day on nov     ,"Dallas, Texas",785,771406,dallasnews,0,1,0,the official dallas morning news twitter account  subscribe     
    tuesday  oct   is the deadline to register to vote in texas  voters will choose the next governor  lieutenant governor  attorney general and more in november   if you aren t already registered to vote  here s what to know    ,"Dallas, Texas",785,771406,dallasnews,5,4,0,the official dallas morning news twitter account  subscribe     
what to know about biden s marijuana pardons  including who s eligible and who s not ,"Dallas, Texas",785,771406,dallasnews,1,2,0,the official dallas morning news twitter account  subscribe     
this is how micah parsons does  playing hurt  and impacting cowboys victories  ,"Dallas, Texas",785,771406,dallasnews,1,2,0,the official dallas morning news twitter account  subscribe     
southlake town square attracts stores that once required a drive to dallas ,"Dallas, Texas",785,771406,dallasnews,1,4,0,the official dallas morning news twitter account  subscribe     
security costs for texas gov  abbott s second term  nearly      and counting ,"Dallas, Texas",785,771406,dallasnews,6,4,0,the official dallas morning news twitter account  subscribe     
we recommend in the race for texas house district    opinion ,"Dallas, Texas",785,771406,dallasnews,0,0,0,the official dallas morning news twitter account  subscribe     
what s on your ballot for the  midterm elections in texas  ,"Dallas, Texas",785,771406,dallasnews,1,5,0,the official dallas morning news twitter account  subscribe     
dallas stars roster projection  wyatt johnston makes opening night squad after final cuts  ,"Dallas, Texas",785,771406,dallasnews,1,0,0,the official dallas morning news twitter account  subscribe     
tuesday is the deadline to register to vote in texas  november  midterm elections ,"Dallas, Texas",785,771406,dallasnews,16,16,0,the official dallas morning news twitter account  subscribe     
young leaders fuel a new labor movement reaching across texas ,"Dallas, Texas",785,771406,dallasnews,11,26,0,the official dallas morning news twitter account  subscribe     
the creative hospitality of post covid churches   opinion ,"Dallas, Texas",785,771406,dallasnews,2,1,0,the official dallas morning news twitter account  subscribe     
new chick fil a to open in downtown dallas ,"Dallas, Texas",785,771406,dallasnews,3,6,0,the official dallas morning news twitter account  subscribe     
against all odds  and pedestrian stats   dallas cowboys qb cooper rush keeps winning  ,"Dallas, Texas",785,771406,dallasnews,1,7,0,the official dallas morning news twitter account  subscribe     
lt  gov  dan patrick touts record on power grid despite attacks from democrat mike collier ,"Dallas, Texas",785,771406,dallasnews,0,1,0,the official dallas morning news twitter account  subscribe     
misguided paranoia about pot eases in texas  but only gradual law changes expected    gromerjeffers ,"Dallas, Texas",785,771406,dallasnews,3,2,0,the official dallas morning news twitter account  subscribe     
 jamielandersx we completely understand,"Dallas, Texas",785,771406,dallasnews,0,8,0,the official dallas morning news twitter account  subscribe     
can dallas  best kept urban art secret  coming oct    be the spark pleasant grove needs    grigsby ,"Dallas, Texas",785,771406,dallasnews,0,3,0,the official dallas morning news twitter account  subscribe     
   some clouds are in the sky but rain chances are slim  partly sunny sounds more optimistic than partly cloudy  so we have  partly sunny  by joey pecoraro for our playlist today   ,"Dallas, Texas",785,771406,dallasnews,1,4,0,the official dallas morning news twitter account  subscribe     
herschel walker sticks with abortion denial as cruz  gop leaders stand by him in georgia ,"Dallas, Texas",785,771406,dallasnews,3,2,0,the official dallas morning news twitter account  subscribe     
underdogs  in win over rams  cowboys send message outside noise doesn t matter  ,"Dallas, Texas",785,771406,dallasnews,4,7,0,the official dallas morning news twitter account  subscribe     
saginaw s  train and grain  feel is changing with homes and mixed use projects  ,"Dallas, Texas",785,771406,dallasnews,4,2,0,the official dallas morning news twitter account  subscribe     
dallas fort worth racks up medical debt  even as its hospitals thrive ,"Dallas, Texas",785,771406,dallasnews,0,3,0,the official dallas morning news twitter account  subscribe     
starbucks threatened union workers in texas cities  says labor board ,"Dallas, Texas",785,771406,dallasnews,6,7,0,the official dallas morning news twitter account  subscribe     
uvalde school district suspends its entire police department  superintendent to retire ,"Dallas, Texas",785,771406,dallasnews,2,2,0,the official dallas morning news twitter account  subscribe     
kaufman mixed use project will be anchored by sports center ,"Dallas, Texas",785,771406,dallasnews,0,2,0,the official dallas morning news twitter account  subscribe     
to fill teacher jobs  community colleges offer new degrees ,"Dallas, Texas",785,771406,dallasnews,2,1,0,the official dallas morning news twitter account  subscribe     
man pleads guilty to flying drone with drugs  contraband into fort worth prison yard ,"Dallas, Texas",785,771406,dallasnews,3,7,0,the official dallas morning news twitter account  subscribe     
american airlines pilots say boeing must upgrade new  max cockpits ,"Dallas, Texas",785,771406,dallasnews,2,5,0,the official dallas morning news twitter account  subscribe     
report    emmanuel moseley has torn acl  is out for season ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
 mypillow guy  mike lindell visit to northern california restaurant prompts controversy ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
pac  power ratings  ucla  oregon climb as choice matchups await in the season s second half ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
refinery workers in iran join protests over woman s death ,"Silicon Valley, CA",1890,277210,mercnews,2,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
san bernardino  oakland  los angeles rank  most dangerous  cities in state ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
preview  how talking rabbids have a big impact on  mario   rabbids sparks of hope  ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
former white house aide cooperating in ga  election probe ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
amid scandal  nury martinez resigns as la city council president ,"Silicon Valley, CA",1890,277210,mercnews,3,5,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
suspect in las vegas fatal stabbings solicited work from strangers in california  days before ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
 very different latinx queer stage shows converge in sf ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
analysts say russia s cruelty could backfire on putin ,"Silicon Valley, CA",1890,277210,mercnews,1,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
days before start of antioch murder trial  two men take plea deal with decades in prison ,"Silicon Valley, CA",1890,277210,mercnews,1,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
stanford s haley jones  bronny james sign nil deals with nike ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
elon musk says he lost transgender daughter because of  neo marxists  ,"Silicon Valley, CA",1890,277210,mercnews,2,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
kanye west in midst of worst breakdown since   friends say ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
infamous hoarder house for sale after nuisance lawsuit by los angeles county ,"Silicon Valley, CA",1890,277210,mercnews,1,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
bart closes walnut creek station after suspicious package found in parking garage ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
bay area sushi trend  vegan  vegetarian rolls taking over restaurant menus ,"Silicon Valley, CA",1890,277210,mercnews,2,2,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
travel troubleshooter  should airbnb refund for  biggest roach i ve seen in my life   ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
 stranger things  display returns to yard despite objections of neighbor with baseball bat ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
california is a hotspot for catalytic converter theft  will new laws make a difference  ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
jill on money  post covid estate planning ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
monday morning lights  why mother s email about mcclymonds hit right note ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
pac  point spreads for week seven  utah favored at home  but not by much  in showdown against usc ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
bay area economy  housing woes  vet shortage lead to soaring pet surrenders ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
was keeping ants off a redwood city hummingbird feeder a mistake  ,"Silicon Valley, CA",1890,277210,mercnews,0,1,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
russia blasts kyiv  other ukrainian cities in deadly strikes ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
these bay area cities seek millions from new tax plans on november ballot ,"Silicon Valley, CA",1890,277210,mercnews,1,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
here s why some want indigenous people s day to be a federal holiday ,"Silicon Valley, CA",1890,277210,mercnews,0,0,0,latest silicon valley and san francisco bay area news from reporters   columnists at the mercury news 
